Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
159369,1510.578,570.1506315,358.5791326,1.59002736,0.777470025,160867,450.4607785,0.809086478,0.99068796,0.877662214,0.790073278,0.00357755,0.000859874,0.624215785,0.992520177,BOMBAY
159402,1508.083,529.6845988,384.0243698,1.379299442,0.688742833,161419,450.5074138,0.781190885,0.987504569,0.880750993,0.85052013,0.003322948,0.00107261,0.723384492,0.997763825,BOMBAY
159596,1509.379,536.5140723,379.8883152,1.412294221,0.706144499,161161,450.7814752,0.765492498,0.990289214,0.880309238,0.840204383,0.003361701,0.001033424,0.705943406,0.996999792,BOMBAY
159638,1502.314,561.587376,363.6267891,1.544405948,0.762067019,161375,450.8407861,0.762905615,0.989236251,0.888842298,0.802797223,0.00351788,0.000901331,0.644483382,0.995343968,BOMBAY
159689,1538.969,566.5970992,362.4810343,1.563108261,0.768582278,161935,450.9127961,0.779761905,0.986130237,0.847276423,0.795826164,0.003548129,0.000877914,0.633339284,0.989977866,BOMBAY
159694,1511.595,569.373515,358.7925062,1.58691585,0.776470878,160650,450.9198552,0.813312962,0.994049175,0.878269032,0.791957904,0.003565403,0.000865161,0.627197321,0.99530937,BOMBAY
159806,1560.008,600.0758879,347.0466396,1.729092921,0.815797311,164335,451.0779519,0.772009662,0.972440442,0.825181141,0.751701511,0.003755027,0.000739562,0.565055162,0.977032881,BOMBAY
160141,1531.84,560.1979114,367.032833,1.52628828,0.755469149,162846,451.5504999,0.793393875,0.983389214,0.857601612,0.806055308,0.003498154,0.000910915,0.649725159,0.991667895,BOMBAY
160250,1511.116,552.8430862,369.9830545,1.494238937,0.743049005,161847,451.7041477,0.819035353,0.990132656,0.881885687,0.8170567,0.003449879,0.000948402,0.667581651,0.997526497,BOMBAY
160273,1550.026,599.0795386,343.5747122,1.743665984,0.819202526,163513,451.7365621,0.808871326,0.980185062,0.838286098,0.754051062,0.003737869,0.00074543,0.568593004,0.991436279,BOMBAY
160359,1496.093,534.1527617,384.1252535,1.39056924,0.694875602,162102,451.8577433,0.757296271,0.989247511,0.900297453,0.845933552,0.003330981,0.001052197,0.715603575,0.99509632,BOMBAY
160568,1505.45,542.6695257,380.3112274,1.426909033,0.713342556,162914,452.1521063,0.805809408,0.985599764,0.890299624,0.833199737,0.003379687,0.001004738,0.694221802,0.990591361,BOMBAY
160641,1514.903,544.8924394,376.7901627,1.446142955,0.722381659,161945,452.2548769,0.778638941,0.991947884,0.879623071,0.829989268,0.003391989,0.000992942,0.688882185,0.996222119,BOMBAY
160687,1513.858,579.7961934,355.7084648,1.629975811,0.789690029,162673,452.3196245,0.788833688,0.987791459,0.88109011,0.780135554,0.003608233,0.000824432,0.608611483,0.992021995,BOMBAY
161008,1496.088,505.5965214,407.8607156,1.239630349,0.590971969,163019,452.7711923,0.814059782,0.987664015,0.903947151,0.895518804,0.003140195,0.001245762,0.801953929,0.994126429,BOMBAY
161473,1556.283,605.285003,343.0184745,1.764584266,0.823920278,163971,453.4245351,0.800064412,0.984765599,0.837785098,0.749109152,0.003748521,0.000728149,0.561164521,0.990222084,BOMBAY
161534,1532.14,578.5565899,357.2269049,1.619577311,0.786614013,163293,453.5101726,0.792175056,0.989227952,0.864722799,0.783864846,0.00358164,0.000834116,0.614444098,0.995139719,BOMBAY
161579,1502.815,558.6041208,368.7910253,1.514690116,0.751088928,162975,453.5733374,0.801960492,0.991434269,0.899049777,0.811976354,0.003457158,0.000926985,0.6593056,0.998643675,BOMBAY
161603,1533.725,575.4908218,361.954692,1.58995265,0.777446118,163875,453.6070217,0.826351745,0.986135774,0.863305066,0.788208959,0.003561139,0.00084788,0.621273363,0.987795231,BOMBAY
162012,1528.138,588.9439114,353.5895882,1.665614404,0.799715569,163383,454.1806745,0.852268603,0.991608674,0.871830175,0.771178147,0.003635187,0.000793095,0.594715735,0.990567095,BOMBAY
162019,1575.185,596.6920015,350.2521852,1.703606792,0.809594246,164165,454.1904862,0.715631625,0.986927786,0.82056441,0.761180785,0.003682852,0.000762632,0.579396188,0.987063281,BOMBAY
162230,1486.167,543.4072553,381.8371778,1.423138675,0.711513713,163470,454.4861399,0.782834863,0.99241451,0.923008722,0.836363769,0.00334961,0.001011009,0.699504353,0.995491698,BOMBAY
162310,1574.43,595.5099512,352.5959203,1.688930351,0.805871311,165976,454.5981858,0.796883362,0.977912469,0.822826801,0.763376304,0.003668966,0.000768561,0.582743382,0.984212985,BOMBAY
162374,1557.833,580.9771111,357.4782703,1.625209584,0.788288933,164508,454.6878026,0.787153384,0.987027986,0.840784225,0.782626017,0.003578018,0.000828017,0.612503483,0.995446531,BOMBAY
162493,1517.497,546.6827081,379.5352984,1.440400169,0.719732474,163687,454.854387,0.72670638,0.992705591,0.886724766,0.832026293,0.003364346,0.000994555,0.692267752,0.997142587,BOMBAY
162787,1570.975,603.2660979,347.0391861,1.738322708,0.81796557,165512,455.265687,0.814061179,0.983535937,0.828878808,0.754668112,0.003705862,0.000741469,0.569523959,0.990016431,BOMBAY
162820,1525.029,551.6299825,377.1518839,1.46262025,0.729759001,164278,455.3118301,0.73386308,0.991124801,0.879754323,0.825393551,0.003387974,0.000969983,0.681274514,0.9964459,BOMBAY
162866,1518.137,572.2055991,363.5925914,1.573754836,0.772164249,164395,455.3761431,0.811566616,0.990699231,0.888011038,0.795826087,0.003513352,0.000869309,0.633339161,0.996720568,BOMBAY
163117,1524.028,560.180104,371.8570345,1.506439443,0.747895106,165192,455.7269082,0.731154889,0.987438859,0.882517238,0.813536405,0.003434223,0.000927932,0.661841483,0.997024115,BOMBAY
163329,1542.364,581.8152915,360.5469962,1.613701675,0.784844127,165504,456.0229617,0.731066371,0.986858324,0.862778685,0.783793359,0.003562229,0.000829293,0.61433203,0.991348625,BOMBAY
163401,1564.022,572.7285071,367.5948999,1.558042582,0.766846133,166883,456.1234645,0.687674127,0.979135083,0.839419123,0.796404333,0.003505049,0.000869778,0.634259861,0.988203872,BOMBAY
163479,1560.254,607.2519204,344.1510194,1.764492581,0.823900024,165102,456.2323175,0.810972101,0.990169713,0.843881036,0.751306504,0.003714556,0.000730054,0.564461463,0.995988064,BOMBAY
163558,1524.86,574.7716573,363.9564508,1.579231955,0.773972506,164798,456.3425396,0.799528763,0.992475637,0.88393781,0.793954493,0.003514176,0.000861362,0.630363737,0.995490556,BOMBAY
163850,1525.584,558.5600988,377.4236767,1.479928614,0.737169137,166547,456.749712,0.781488477,0.983806373,0.88467562,0.817727068,0.003408972,0.000940236,0.668677558,0.989595052,BOMBAY
164103,1561.374,590.1375941,356.3089015,1.656252739,0.797156612,166245,457.1022085,0.727658499,0.987115402,0.845887287,0.774568868,0.003596141,0.000798466,0.599956932,0.993680312,BOMBAY
164154,1532.775,589.430266,356.9019467,1.651518776,0.795842826,165847,457.1732322,0.748809415,0.989791796,0.87802022,0.775618862,0.003590715,0.000801593,0.601584619,0.993528294,BOMBAY
164201,1560.469,570.6124442,368.330017,1.549188005,0.763760738,166229,457.2386756,0.806868661,0.987799963,0.847374461,0.801312134,0.003475085,0.000883796,0.642101137,0.994735379,BOMBAY
164326,1532.137,575.6881804,366.3518001,1.571408085,0.771382372,165918,457.4126818,0.842464138,0.990404899,0.879672361,0.794549371,0.00350333,0.00086128,0.631308703,0.9920436,BOMBAY
164455,1536.579,561.5290508,374.2858071,1.500268085,0.745462526,166145,457.5921867,0.700840386,0.989828162,0.87528031,0.814903852,0.003414485,0.000928818,0.664068288,0.996280459,BOMBAY
164498,1591.267,616.7934563,345.4119747,1.785674793,0.828484235,168989,457.652006,0.793909266,0.973424306,0.816364993,0.741985832,0.00374955,0.000701038,0.550542975,0.983090713,BOMBAY
164571,1551.378,588.4700029,360.2032856,1.633716366,0.79077932,166960,457.7535419,0.774477277,0.985691184,0.859266569,0.777870647,0.003575782,0.00080757,0.605082743,0.988533581,BOMBAY
164596,1550.902,583.9204222,360.6172305,1.619224964,0.786508532,166206,457.7883093,0.816059813,0.990313226,0.85992471,0.78399092,0.003547598,0.00082672,0.614641763,0.995243287,BOMBAY
164670,1590.236,632.8435071,337.2340882,1.876570398,0.846186403,167485,457.8912052,0.824574493,0.983192525,0.818278589,0.723545711,0.003843101,0.000649719,0.523518396,0.982419124,BOMBAY
164698,1546.544,569.9455173,369.0319236,1.544434183,0.762077076,166443,457.9301328,0.813894188,0.98951593,0.865313797,0.803462996,0.003460549,0.000889587,0.645552786,0.997013789,BOMBAY
164719,1536.308,572.9178377,369.5414894,1.550347807,0.764168597,166293,457.9593263,0.818308726,0.990534779,0.876994717,0.799345554,0.003478153,0.000875924,0.638953315,0.99059987,BOMBAY
164968,1551.497,575.8143385,367.2202006,1.568035575,0.770251183,166784,458.3053362,0.786258305,0.989111665,0.861207281,0.795925536,0.003490461,0.000864077,0.633497459,0.993346553,BOMBAY
164981,1541.203,554.9226251,382.8316956,1.449521112,0.723920866,167564,458.3233938,0.793868703,0.984584994,0.872818824,0.825923062,0.003363555,0.000965465,0.682148905,0.988789239,BOMBAY
164983,1530.766,572.7412728,370.1513026,1.547316648,0.763100254,167334,458.3261719,0.795014504,0.985950255,0.884772153,0.800232485,0.003471517,0.00087814,0.64037203,0.990858303,BOMBAY
165004,1583.383,607.88317,352.8829749,1.722619716,0.814252278,170614,458.3553401,0.699228748,0.967118759,0.827051171,0.754018803,0.003684051,0.000734572,0.568544355,0.979385716,BOMBAY
165330,1540.253,574.5353992,368.8620488,1.557588809,0.766689592,167922,458.8079053,0.776744186,0.984564262,0.875744469,0.798572039,0.003475083,0.000871769,0.637717302,0.993301332,BOMBAY
165366,1566.762,592.0672143,360.1940718,1.643745027,0.793655948,168206,458.8578544,0.85841985,0.983115941,0.846544955,0.775009734,0.003580344,0.00079677,0.600640088,0.987299158,BOMBAY
165397,1538.645,571.3442984,370.2837764,1.542990363,0.761561892,166731,458.9008618,0.803990861,0.991999088,0.877931501,0.803194962,0.003454381,0.000886817,0.645122146,0.995417255,BOMBAY
165817,1563.293,602.4823693,355.4534349,1.694968483,0.807416784,169163,459.4831461,0.736846549,0.980220261,0.852625174,0.762649946,0.003633417,0.000758221,0.581634939,0.985852891,BOMBAY
165855,1538.592,578.1032529,367.622113,1.572547549,0.771762548,167630,459.5357926,0.784889499,0.989411203,0.88042323,0.794902624,0.003485594,0.000858445,0.631870182,0.993645905,BOMBAY
165950,1572.499,595.2191258,357.0544198,1.667026349,0.800097077,167660,459.6673824,0.743243848,0.989800787,0.843347118,0.772265814,0.003586738,0.000786949,0.596394487,0.994205324,BOMBAY
166007,1524.336,569.0053538,373.5564915,1.523210992,0.754319176,167703,459.7463182,0.77451758,0.989886883,0.897790183,0.807982412,0.003427599,0.000901109,0.652835578,0.994406328,BOMBAY
166208,1531.455,564.8854422,377.1336328,1.497838944,0.744494565,167540,460.0245627,0.758982227,0.99204966,0.890539746,0.814367885,0.003398666,0.000922085,0.663195052,0.993359376,BOMBAY
166256,1577.223,597.5389312,360.2287358,1.658776416,0.797851523,169300,460.0909842,0.696476897,0.982020083,0.839848572,0.769976583,0.003594089,0.000779253,0.592863938,0.983428718,BOMBAY
166265,1527.732,568.5672845,374.0466381,1.52004383,0.753126467,167521,460.1034372,0.75575,0.992502433,0.895192324,0.809233049,0.003419645,0.000904597,0.654858127,0.995413056,BOMBAY
166343,1555.367,584.1850459,365.2635429,1.599352186,0.780421996,168381,460.2113488,0.783708911,0.987896497,0.864069415,0.787783515,0.00351193,0.00083436,0.620602866,0.992562551,BOMBAY
166458,1576.623,590.7963786,365.0398184,1.618443657,0.786274338,170734,460.3704032,0.761183997,0.974955193,0.841509108,0.779237009,0.003549222,0.000807219,0.607210317,0.982735685,BOMBAY
166639,1586.606,581.6554036,367.4490468,1.582955266,0.775188668,170464,460.6206297,0.768063237,0.977561245,0.831856339,0.791913265,0.003490512,0.000846797,0.627126619,0.992713384,BOMBAY
166654,1529.386,572.6117316,372.5460256,1.53702279,0.759413364,168540,460.6413606,0.726731205,0.988809778,0.895347005,0.804456729,0.003435932,0.000887636,0.647150629,0.994685265,BOMBAY
166686,1562.858,600.5925994,356.094922,1.686608155,0.805271719,168333,460.6855834,0.825832342,0.990215822,0.857570728,0.767051715,0.003603138,0.000769412,0.588368333,0.992346829,BOMBAY
166757,1565.85,588.4357894,364.0076394,1.616547912,0.785704391,169717,460.7836876,0.743660753,0.982559201,0.854660484,0.783065367,0.003528702,0.00081844,0.61319137,0.991253228,BOMBAY
166862,1545.005,580.3276343,368.7448381,1.573791886,0.772176558,168545,460.928733,0.837849916,0.990014536,0.87843075,0.794256047,0.00347789,0.000853764,0.630842669,0.992815074,BOMBAY
167124,1525.144,537.0799916,397.5550317,1.3509576,0.672369501,168590,461.290457,0.748729896,0.991304348,0.902873663,0.858885947,0.003213662,0.001078753,0.737685069,0.996581251,BOMBAY
167176,1594.156,615.1699854,351.0757001,1.752243135,0.821160684,169856,461.3622158,0.659294548,0.984221929,0.826650928,0.749975172,0.003679775,0.000718106,0.562462759,0.985571508,BOMBAY
167321,1578.125,588.2992731,368.170441,1.597899254,0.779966167,170889,461.5622535,0.777333333,0.97912095,0.844262532,0.784570498,0.003515992,0.00082178,0.615550866,0.983588269,BOMBAY
167563,1560.256,576.8638252,372.7615058,1.5475413,0.7631797,169787,461.8959167,0.819703648,0.986901235,0.864960487,0.800701823,0.003442668,0.000872887,0.64112341,0.992164955,BOMBAY
168165,1588.556,614.8503149,350.5733646,1.753842069,0.821522035,170374,462.7248946,0.813523163,0.987034407,0.837414386,0.752581374,0.003656232,0.000723481,0.566378724,0.993338833,BOMBAY
168226,1567.559,566.968178,384.1188829,1.476022667,0.735526116,171839,462.8088111,0.765896033,0.978974505,0.860310436,0.816287102,0.003370277,0.000923033,0.666324633,0.983510263,BOMBAY
168313,1526.465,526.0285073,408.3425662,1.288203951,0.630394919,169751,462.9284691,0.798115587,0.991528769,0.90772401,0.880044451,0.003125299,0.001156351,0.774478236,0.997685924,BOMBAY
168315,1604.519,633.0053489,345.1358936,1.83407568,0.838284042,171729,462.9312195,0.786459891,0.98011984,0.821566944,0.731322761,0.003760837,0.000663591,0.534832981,0.980924163,BOMBAY
168344,1550.635,577.5104099,374.4465735,1.542303898,0.761316318,170623,462.9710984,0.778606183,0.986643067,0.879808881,0.801667105,0.003430538,0.000874014,0.642670147,0.991192673,BOMBAY
168405,1546.583,584.3296465,370.0301966,1.579140438,0.773942481,170625,463.0549703,0.756138957,0.986989011,0.884745539,0.792455035,0.003469788,0.000844075,0.627984982,0.991676479,BOMBAY
168514,1547.595,567.0395457,381.1117797,1.487856256,0.740453186,170385,463.204802,0.823023199,0.989018986,0.884160718,0.816882712,0.00336494,0.000924264,0.667297366,0.99284256,BOMBAY
168532,1539.35,573.7944065,376.7821062,1.522881254,0.754195437,169925,463.2295402,0.788730549,0.991802266,0.893752947,0.807309264,0.003404661,0.0008921,0.651748248,0.99253519,BOMBAY
168684,1534.945,583.5431611,368.6418716,1.582954097,0.775188288,169806,463.4383879,0.770021546,0.99339246,0.899700823,0.794180137,0.003459387,0.000848897,0.630722091,0.998404118,BOMBAY
168736,1555.86,577.480835,372.935021,1.548475746,0.7635097,169852,463.5098142,0.746916914,0.993429574,0.875944485,0.802641033,0.003422393,0.000876183,0.644232628,0.9975786,BOMBAY
168744,1573.509,602.3624915,357.8278181,1.683386425,0.804435008,170252,463.5208018,0.73513344,0.991142542,0.856445518,0.769504756,0.003569682,0.000772066,0.592137569,0.996796345,BOMBAY
168972,1604.737,615.6769034,353.5306222,1.741509405,0.818704878,171065,463.8338413,0.82385178,0.987764885,0.824549773,0.753372164,0.003643662,0.000724029,0.567569618,0.988427828,BOMBAY
169004,1546.598,566.4156578,380.9707667,1.486769347,0.740006893,170517,463.8777598,0.736035259,0.991126984,0.887875269,0.81897058,0.003351493,0.000930018,0.670712811,0.997195248,BOMBAY
169030,1570.87,586.9240816,368.221092,1.593944764,0.778717839,170989,463.9134405,0.782437624,0.988543123,0.860781975,0.790414732,0.003472307,0.000836023,0.624755448,0.995825675,BOMBAY
169095,1529.214,547.6732621,394.2119678,1.389286239,0.69418765,171300,464.0026302,0.78006643,0.987127846,0.908665626,0.847225275,0.00323885,0.001029357,0.717790667,0.997216696,BOMBAY
169128,1572.037,602.5377947,360.9070447,1.669509652,0.80076528,171304,464.0479046,0.770669291,0.987297436,0.86000277,0.770155679,0.003562614,0.000773148,0.59313977,0.990252572,BOMBAY
169165,1581.568,591.8558128,366.3766662,1.615429877,0.785367124,171119,464.0986615,0.683992399,0.988581046,0.849854618,0.784141427,0.00349869,0.000815949,0.614877777,0.993291932,BOMBAY
169310,1542.564,576.8799274,376.7857755,1.531055483,0.757233558,171788,464.2975203,0.750827058,0.985575244,0.894141166,0.804842565,0.003407241,0.000881914,0.647771554,0.991774189,BOMBAY
169361,1602.094,587.0730698,369.3906891,1.589301212,0.777237489,171156,464.3674434,0.799472246,0.989512492,0.829177073,0.790987472,0.003466401,0.000837022,0.625661181,0.994364073,BOMBAY
169410,1566.793,573.4514258,380.042361,1.508914491,0.748860131,172175,464.4346146,0.746181222,0.983940758,0.867212764,0.809893556,0.003384992,0.000898357,0.655927573,0.989738619,BOMBAY
169553,1587.35,625.2960707,348.7432745,1.792998221,0.830025772,171550,464.6305893,0.781537511,0.988359079,0.845609688,0.743056947,0.003687909,0.000693503,0.552133627,0.98997461,BOMBAY
169559,1575.747,591.4136202,368.1300911,1.606534305,0.782653269,172319,464.6388102,0.736655747,0.983983194,0.858139183,0.785641038,0.003487952,0.000819685,0.61723184,0.991604125,BOMBAY
169969,1592.346,601.3500192,363.5449397,1.654128427,0.796568728,172267,465.2002281,0.745631775,0.986660243,0.842373509,0.773593104,0.003537998,0.000781606,0.598446291,0.989907021,BOMBAY
170021,1556.114,583.2122412,373.5774606,1.561154788,0.767915236,171568,465.2713839,0.791959345,0.990983167,0.882327083,0.797773694,0.003430237,0.000857083,0.636442866,0.993585828,BOMBAY
170067,1545.389,549.5836288,396.7035678,1.385376068,0.692074931,171795,465.3343203,0.785383763,0.9899415,0.894858322,0.846703388,0.003231571,0.001024516,0.716906627,0.993185283,BOMBAY
170146,1599.868,611.0735401,357.5056244,1.709269724,0.811000707,173278,465.442387,0.811022346,0.981924999,0.83534005,0.761679825,0.003591466,0.000745661,0.580156156,0.991643352,BOMBAY
170186,1602.527,581.4943271,381.3481079,1.524838632,0.754928506,174345,465.4970947,0.777701616,0.976145,0.832765997,0.80051872,0.003416816,0.00086554,0.640830222,0.977162679,BOMBAY
170292,1550.861,584.6314868,372.5058108,1.569456019,0.770728712,171705,465.6420391,0.806039665,0.99177077,0.889730259,0.796471024,0.003433112,0.000852212,0.634366093,0.995609682,BOMBAY
170598,1620.307,614.4028157,357.4440405,1.718878331,0.813349954,172462,466.0602105,0.685226095,0.989191822,0.816562033,0.758558064,0.003601466,0.000735554,0.575410337,0.989060359,BOMBAY
170659,1555.849,572.062147,381.5330734,1.499377608,0.745108382,172297,466.1435267,0.797062258,0.99049316,0.885939714,0.814847703,0.003352077,0.00091159,0.66397678,0.995551916,BOMBAY
170711,1565.459,592.6428157,368.8767858,1.606614562,0.782677998,172417,466.2145385,0.793340459,0.990105384,0.875362575,0.786670362,0.003471615,0.00082013,0.618850259,0.994253838,BOMBAY
170723,1599.105,621.0104081,353.1574058,1.758452175,0.822557504,172911,466.2309243,0.796297506,0.987346091,0.838972905,0.750761852,0.003637532,0.000712845,0.563643359,0.99113989,BOMBAY
170889,1600.63,595.7016209,368.6053095,1.616096148,0.785568214,173595,466.4575356,0.819564342,0.984411993,0.838189213,0.783038889,0.003485898,0.000808403,0.613149902,0.990909195,BOMBAY
171028,1553.271,564.123032,387.7362456,1.454914361,0.726349373,172608,466.6472038,0.788961878,0.990846311,0.890804933,0.827208211,0.003298425,0.000952677,0.684273424,0.995559231,BOMBAY
171035,1631.451,614.2500673,361.1593732,1.70077288,0.808884201,175736,466.6567534,0.787744105,0.973249647,0.807507914,0.759717871,0.003591371,0.000737988,0.577171244,0.981637198,BOMBAY
171055,1550.608,581.8116212,376.6415788,1.54473551,0.76218437,172890,466.6840369,0.816803553,0.989386315,0.894008395,0.802122233,0.003401313,0.000868538,0.643400077,0.993882946,BOMBAY
171116,1598.192,613.7203747,361.9939189,1.695388631,0.807523598,174786,466.7672417,0.673960992,0.979002895,0.841865241,0.760553602,0.003586575,0.000740251,0.578441782,0.980683621,BOMBAY
171217,1599.366,602.4211213,362.6898829,1.660981322,0.798455576,173525,466.9049744,0.786445271,0.986699323,0.841125944,0.775047484,0.003518466,0.000783152,0.600698603,0.997749159,BOMBAY
171230,1557.612,573.9713915,381.810275,1.503289537,0.746658233,172843,466.9226994,0.784634489,0.990667832,0.886892846,0.813494725,0.003352049,0.000905543,0.661773668,0.994837431,BOMBAY
171308,1592.272,603.421354,363.3694615,1.660627592,0.798358861,173826,467.0290354,0.786621177,0.98551425,0.849088566,0.773968359,0.003522435,0.000779679,0.599027021,0.9947608,BOMBAY
171423,1547.307,565.2782103,387.5673869,1.458528838,0.727957392,173027,467.1857687,0.768265137,0.99072977,0.899758534,0.826470506,0.003297563,0.000949035,0.683053498,0.996253224,BOMBAY
171566,1554.742,575.3363956,381.6426689,1.507526392,0.748319647,173000,467.3805898,0.828037221,0.991710983,0.891916973,0.812360548,0.003353441,0.000900877,0.65992966,0.99486138,BOMBAY
171620,1583.298,566.1217778,389.903898,1.451952085,0.725019858,174696,467.4541375,0.790263759,0.98239227,0.860304977,0.825713046,0.003298693,0.000945885,0.681802034,0.989943885,BOMBAY
171708,1535.096,552.1854312,397.3292133,1.389742845,0.694432781,172804,467.5739682,0.735067103,0.993657554,0.915649608,0.846769838,0.00321584,0.001019849,0.717019159,0.996472245,BOMBAY
171799,1542.958,560.1733753,392.0910174,1.428681991,0.714195937,173474,467.6978518,0.802139362,0.990344374,0.906822498,0.834916246,0.003260632,0.000977357,0.697085138,0.995912983,BOMBAY
171896,1565.283,563.3965749,391.7292611,1.438229489,0.71872028,173913,467.8298673,0.818614752,0.988402247,0.881637182,0.830374,0.003277543,0.000961221,0.68952098,0.991689406,BOMBAY
171914,1595.676,598.5416463,368.3583724,1.624889486,0.788194304,174673,467.854361,0.815980331,0.984204771,0.848460607,0.781657156,0.003481634,0.00080173,0.610987909,0.99278783,BOMBAY
171994,1534.393,568.3886482,387.3556881,1.467355884,0.731820039,173315,467.9632061,0.783425419,0.99237804,0.918015352,0.823315539,0.0033047,0.00093665,0.677848476,0.99464495,BOMBAY
172005,1556.172,599.3133524,367.2030392,1.632103464,0.790310728,173578,467.9781703,0.737807232,0.990937792,0.892556551,0.78085724,0.003484279,0.00079906,0.609738029,0.99515555,BOMBAY
172351,1588.837,601.4149897,367.8191115,1.63508358,0.791175231,173929,468.4486191,0.83275433,0.990927332,0.857955933,0.778910781,0.003489478,0.000792303,0.606702004,0.992008485,BOMBAY
172359,1545.501,568.8688779,387.3404908,1.468653269,0.732380204,173829,468.459491,0.757455504,0.991543413,0.906786924,0.823492916,0.003300488,0.000936262,0.678140582,0.995953383,BOMBAY
172546,1574.542,597.1470818,370.9714792,1.609684612,0.783620587,174186,468.7135484,0.750382702,0.990584777,0.874593531,0.784921442,0.003460799,0.000810328,0.61610167,0.991729378,BOMBAY
172746,1599.927,601.7414307,369.4322407,1.628827602,0.789353849,176302,468.9851153,0.79651967,0.979830064,0.848042327,0.779379799,0.003483389,0.000792827,0.607432871,0.989403427,BOMBAY
172941,1635.318,643.132308,347.714665,1.849597882,0.841242452,175771,469.2497417,0.721399074,0.983899506,0.812649731,0.729631735,0.003718796,0.000650125,0.532362469,0.984656495,BOMBAY
172967,1599.26,604.4735422,370.185916,1.632891788,0.790539965,175602,469.285014,0.746432193,0.984994476,0.849835692,0.776353275,0.003494733,0.000783125,0.602724407,0.984183735,BOMBAY
173108,1591.411,572.6616553,388.984863,1.472195218,0.733899802,175235,469.4762519,0.761168566,0.987862014,0.858938939,0.819814366,0.003308118,0.000921771,0.672095595,0.989455921,BOMBAY
173366,1577.459,586.7185949,378.779386,1.54897182,0.763684588,175139,469.8259751,0.776228598,0.989876612,0.875502988,0.800768851,0.003384277,0.00085837,0.641230753,0.993248366,BOMBAY
173392,1608.021,620.2462774,358.0876099,1.732107619,0.816509971,175368,469.8612041,0.839040914,0.988732266,0.842666032,0.757539741,0.003577133,0.000726669,0.573866459,0.993998465,BOMBAY
173520,1589.015,589.0605955,377.2629071,1.561406077,0.768001215,175941,470.0346006,0.807009711,0.986239705,0.863581657,0.797939302,0.003394771,0.000848926,0.63670713,0.994158382,BOMBAY
173809,1558.175,567.890055,391.4866953,1.450598607,0.724408867,175580,470.4258624,0.818340615,0.98991343,0.899600443,0.828374891,0.003267322,0.000949029,0.68620496,0.99540796,BOMBAY
173967,1605.55,604.93982,370.0099489,1.634928525,0.79113039,176528,470.6396327,0.72534304,0.985492386,0.84806486,0.777994136,0.003477325,0.000785833,0.605274876,0.98958116,BOMBAY
174024,1563.305,580.5057916,382.8731952,1.5161829,0.751659786,175448,470.7167285,0.7483487,0.991883635,0.894811541,0.810873441,0.00333578,0.000889589,0.657515737,0.996914117,BOMBAY
174090,1619.733,620.8005824,362.7850013,1.711207961,0.811478333,176752,470.8059816,0.815104411,0.98493935,0.833867079,0.758385213,0.003565975,0.000727642,0.575148131,0.98419806,BOMBAY
174091,1588.111,584.7234815,383.24983,1.525697954,0.755249221,176822,470.8073338,0.750871245,0.984555089,0.867410103,0.805179454,0.003358723,0.000870813,0.648313954,0.989131273,BOMBAY
174325,1617.626,608.1851598,369.6825682,1.645155093,0.794055374,177123,471.1236394,0.766075164,0.984203068,0.837169313,0.774638499,0.003488801,0.000774912,0.600064804,0.987199669,BOMBAY
174465,1578.182,606.6889824,367.9978452,1.648621018,0.795031959,176301,471.3127806,0.808262143,0.989585992,0.880245893,0.776860623,0.003477425,0.000781286,0.603512427,0.994963272,BOMBAY
174621,1591.312,590.5548666,379.9937603,1.554117273,0.765486391,177034,471.5234486,0.766365599,0.98636985,0.866554056,0.79844139,0.003381924,0.000847844,0.637508653,0.99076321,BOMBAY
174668,1618.159,631.7654455,356.5245112,1.772011252,0.825548959,178496,471.5869006,0.754880394,0.978554141,0.838264019,0.746458838,0.00361695,0.000692701,0.557200797,0.987366083,BOMBAY
174927,1615.125,639.234094,351.3940655,1.819137421,0.835354851,177314,471.9364087,0.720575877,0.986538006,0.842663986,0.738284164,0.003654291,0.000669695,0.545063507,0.991545422,BOMBAY
175054,1619.861,607.6671569,370.082794,1.641976246,0.793153169,177343,472.1076946,0.768168155,0.987092809,0.838351999,0.776918234,0.003471313,0.000780144,0.603601943,0.991100052,BOMBAY
175144,1584.943,601.6749504,372.9726482,1.613187866,0.784688244,176889,472.2290406,0.821994443,0.990135056,0.876148722,0.784857406,0.003435316,0.000804099,0.616001147,0.993725576,BOMBAY
175276,1595.654,608.730967,368.7638602,1.650733797,0.795623672,177114,472.4069585,0.789343085,0.989622503,0.865077202,0.776052122,0.003472985,0.000777045,0.602256896,0.994165812,BOMBAY
175387,1587.972,603.2318039,372.2073688,1.62068743,0.786945804,176888,472.5565194,0.797228131,0.991514405,0.874020427,0.783374677,0.003439433,0.000798996,0.613675884,0.994576791,BOMBAY
175512,1606.945,602.3650349,374.4872145,1.608506276,0.783259578,177479,472.7248872,0.78507432,0.988916999,0.854111666,0.78478142,0.003432045,0.000803022,0.615881877,0.990649864,BOMBAY
175545,1617.952,628.5570239,358.5796123,1.752907868,0.82131105,177735,472.7693263,0.730831519,0.987678285,0.842688489,0.752150256,0.003580603,0.000706894,0.565730007,0.991672581,BOMBAY
